wind_dir,wind_speed,gen_wo,genA_wo,qz12_wo,qz3_wo,gen_w,genA_w,qz12_w,qz3_w,best_f,best_x,nSeeds,each_seed_f,each_seed_exitflag,each_seed_c,gen_impr_pct,genA_impr_pct,qz12_impr_pct,qz3_impr_pct,feasible_any_seed,best_seed_index,best_seed_f,,best_x_full
30,3,351544644.8,351616675.7,8224164.597,3496391.259,358070011.5,358069316,8418269.337,3517374.53,-358070011.5,[-17.4666 -15.6956 -15.1842 19.9291 -18.1013 15.3806 17.0913 15.0508 4.02154 -0.805869 -2.60283 -5.77113 -12.214 -11.8827 -8.0961 -5.01631 1.0356 4.89452 7.7109 -6.42483 -6.53739 -7.6163 -7.45832 -7.53335 -8.34995 -9.68804 -10.9777 -11.5896 -0.0163711 -10.4198 1.87057 11.8103 13.4663 12.1897 -13.7305 -9.6227 -8.10616 -12.4858 -13.67 -11.3449 -13.386 -19.7425 -29.9999 22.4507 18.7722 12.733 5.91064 3.84694 -5.22549 -0.68293 13.1528 12.2981 9.75414 6.02183 8.47291 0.500633 4.85632 4.74607 7.19024 -1.1331 -2.85799 3.7833 -4.73639e-05 -14.7415 -10.1633 -7.76554 -4.26293 1.01168 4.14358 12.3476 11.0478 1.21744 -1.484 9.55838 -0.00149167 -4.96256 5.63786 -0.404264 -5.01123 4.14483 -1.18979 -0.95026 18.9512 6.423 -0.30099 4.49093 0.338649 2.33127 3.17344 2.21509 1.06633 7.49227 -6.64387 -0.109868 1.25173 0.0532488 0.0549315 -2.24261 3.82671 1.46545 -0.176554 -0.813522 -2.91769 -0.996951 0.001892 0.0443875 -0.00340232 0.0358275 14.7263 2.01144 -1.78207 -0.708977 -0.560246 -2.24797 0.0606959 -0.0940593 0.0123162 0.0544638 -2.18767 -1.81229 -0.399972 -0.081118 0.600795 -0.974566 -0.634769 0.027516 -0.00156995 0.011747 -0.0126886 0.71453 -0.160658 2.53518 2.35233 -0.871389 -2.92935 -0.961848 0.0119199 1.1885 0.508961 0.154405 0.154058 0.173713 0.0418295 0.0431269 0.0406086],10,[-3.58069e+08 -3.58042e+08 -3.58069e+08 -3.58066e+08 -3.58012e+08 -3.5802e+08 -3.5801e+08 -3.5804e+08 -3.5807e+08 -3.5807e+08],[0 0 0 0 0 0 0 0 0 0],[-194262 -20795.8;-192365 -21777.6;-194294 -20754.8;-194358 -20599.9;-191881 -21282.5;-192353 -21056.2;-192466 -20614.6;-192412 -21685.8;-194105 -20983.3;-194077 -21002.3],1.856198591,1.835134894,2.360175765,0.600140801,1,9,-358070000,,[-17.4666 -15.6956 -15.1842 19.9291 -18.1013 15.3806 17.0913 15.0508 4.02154 -0.805869 -2.60283 -5.77113 -12.214 -11.8827 -8.0961 -5.01631 1.0356 4.89452 7.7109 -6.42483 -6.53739 -7.6163 -7.45832 -7.53335 -8.34995 -9.68804 -10.9777 -11.5896 0 0 -0.0163711 -10.4198 1.87057 11.8103 13.4663 0 12.1897 -13.7305 -9.6227 -8.10616 -12.4858 -13.67 -11.3449 -13.386 -19.7425 -29.9999 22.4507 18.7722 12.733 5.91064 3.84694 -5.22549 -0.68293 13.1528 12.2981 9.75414 6.02183 8.47291 0.500633 4.85632 4.74607 7.19024 -1.1331 -2.85799 3.7833 -4.73639e-05 -14.7415 -10.1633 -7.76554 -4.26293 1.01168 4.14358 12.3476 11.0478 1.21744 -1.484 9.55838 0 -0.00149167 -4.96256 5.63786 -0.404264 -5.01123 4.14483 -1.18979 -0.95026 0 18.9512 6.423 -0.30099 0 4.49093 0.338649 2.33127 3.17344 2.21509 1.06633 7.49227 -6.64387 -0.109868 1.25173 0.0532488 0.0549315 0 -2.24261 3.82671 1.46545 -0.176554 -0.813522 -2.91769 -0.996951 0.001892 0.0443875 -0.00340232 0.0358275 0 14.7263 2.01144 -1.78207 -0.708977 -0.560246 -2.24797 0.0606959 -0.0940593 0.0123162 0.0544638 0 -2.18767 -1.81229 -0.399972 -0.081118 0.600795 -0.974566 -0.634769 0.027516 -0.00156995 0.011747 -0.0126886 0 0.71453 -0.160658 2.53518 2.35233 -0.871389 -2.92935 -0.961848 0.0119199 0 1.1885 0.508961 0.154405 0.154058 0.173713 0 0 0.0418295 0.0431269 0.0406086 0]
45,3,353173723.8,353245438.6,8347602.737,3427245.216,360325390.2,360325360.5,8561261.636,3449583.715,-360325390.2,[-11.4923 -12.5618 -12.7605 -18.7292 -14.3963 -16.5757 -14.3038 -0.605851 8.6787 10.1159 7.05803 3.68316 -5.60366 -4.88033 -1.21665 4.01883 9.13221 17.9368 21.0194 2.66619 -1.86938 -2.20278 0.00323318 -1.70232 -1.92008 -1.68293 -4.10731 -5.51115 0.0329803 -11.0482 -11.4995 -4.91646 -11.5429 2.98489 -12.464 -12.5556 -13.585 -13.8211 -7.33274 -13.9847 -16.7794 -14.814 -14.0455 -8.10689 12.2515 13.1415 9.90667 6.14918 3.44706 -11.2712 14.4338 17.0217 14.1368 14.2513 11.1132 14.3355 16.5966 20.1126 15.4483 -2.68365 10.5725 0.112003 -4.61109 -0.799946 3.32529 10.2692 18.3778 18.1568 16.8538 20.4862 4.20545 -2.65884 0.00521946 -8.8313 -7.55995 -13.4312 -12.1127 4.52252 -0.803991 0.000794594 -2.69807 -1.89956 -12.1457 0.170643 -0.242339 -2.53898 -0.040893 -0.589258 2.25685 -3.91442 -3.07111 -1.72537 -8.6584 -0.362589 0.00847723 3.08001 4.11615 -4.56945 -0.349684 -0.069553 1.31759 -6.00526 0.844841 -3.3972 -0.360444 0.0101345 0.590133 -0.0848602 0.880325 -0.709261 -0.544475 -1.84813 0.842985 -4.53154 -0.344033 -0.0123401 0.574372 -0.600839 0.0339451 -1.32236 0.719938 -2.92277 -0.823215 1.46706 -2.02191 -0.145374 0.00639052 -0.632992 -0.227156 -1.27841 1.07447 -0.887288 3.78144 0.310168 -6.28024 1.38875 0.0060306 0.000584056 -0.0171595 0.000295107 0.00365957 0.00432291 0.00138245],10,[-3.60324e+08 -3.60325e+08 -3.60325e+08 -3.60324e+08 -3.60322e+08 -3.60324e+08 -3.60317e+08 -3.60325e+08 -3.6032e+08 -3.60325e+08],[0 0 0 0 0 0 0 0 0 0],[-213722 -22236.8;-213659 -22338.5;-213631 -22364.2;-213900 -22051.8;-214011 -21862.4;-213648 -22313;-214548 -21173.3;-213745 -22229.7;-214179 -21645.8;-213723 -22263.7],2.024971254,2.004250065,2.559524042,0.651791667,1,2,-360325000,,[-11.4923 -12.5618 -12.7605 -18.7292 -14.3963 -16.5757 -14.3038 -0.605851 8.6787 10.1159 7.05803 3.68316 -5.60366 -4.88033 -1.21665 4.01883 9.13221 17.9368 21.0194 2.66619 -1.86938 -2.20278 0.00323318 -1.70232 -1.92008 -1.68293 -4.10731 -5.51115 0 0 0 0.0329803 -11.0482 -11.4995 -4.91646 0 -11.5429 2.98489 -12.464 -12.5556 -13.585 -13.8211 -7.33274 -13.9847 -16.7794 -14.814 -14.0455 -8.10689 12.2515 13.1415 9.90667 6.14918 3.44706 -11.2712 14.4338 17.0217 14.1368 14.2513 11.1132 14.3355 16.5966 20.1126 15.4483 -2.68365 10.5725 0 0.112003 -4.61109 -0.799946 3.32529 10.2692 18.3778 18.1568 16.8538 20.4862 4.20545 -2.65884 0 0 0.00521946 -8.8313 -7.55995 -13.4312 -12.1127 4.52252 -0.803991 0 0.000794594 -2.69807 -1.89956 0 -12.1457 0.170643 -0.242339 -2.53898 -0.040893 -0.589258 2.25685 -3.91442 -3.07111 -1.72537 -8.6584 -0.362589 0.00847723 3.08001 4.11615 -4.56945 -0.349684 -0.069553 1.31759 -6.00526 0.844841 -3.3972 -0.360444 0.0101345 0 0.590133 -0.0848602 0.880325 -0.709261 -0.544475 -1.84813 0.842985 -4.53154 -0.344033 -0.0123401 0 0.574372 -0.600839 0.0339451 -1.32236 0.719938 -2.92277 -0.823215 1.46706 -2.02191 -0.145374 0.00639052 0 -0.632992 -0.227156 -1.27841 1.07447 -0.887288 3.78144 0.310168 -6.28024 0 1.38875 0.0060306 0.000584056 -0.0171595 0.000295107 0 0 0.00365957 0.00432291 0.00138245 0]
100,3,401261113,401323967.5,9556237.283,3821228.3,403589601.4,403589554.5,9631757.843,3821227.307,-403589601.4,[-0.369248 0.0324739 7.13565 -0.00669454 0.063547 1.3224 3.60575 3.98688 3.38848 3.63154 -0.00102918 0.0488535 1.20254 4.65106 4.66708 3.0555 0.00142338 2.98522 -2.7183 -1.88103 -0.140881 0.0236772 0.860666 2.1876 1.72189 9.02042e-06 0.00139911 1.39563 6.553 1.67964 3.03504 4.34177 6.00932 2.26305 1.26222 1.08905 0.962288 0.955423 1.24365 1.88471 2.42991 3.33195 4.58626 7.35145 3.50265e-05 0.0371806 1.17662 2.62168 3.25715 1.77612 1.29068 1.27434 1.16998 1.17096 1.7964 2.83456 -0.000593581 -0.000117138 -0.00127697 0.159691 1.61732 4.45851 2.7238 1.75275 3.1395 -0.000902559 -0.00147135 0.0122646 0.481667 0.00353323 -0.00237906 0.912599 -16.9823 1.93069 6.54434 -10.9503 -8.03428 -10.7147 -18.7644 -5.2785 2.30376 -7.95377 -5.59002 -19.8219 -17.0327 2.45521 -13.1951 1.19411 5.86291 17.8095 -7.94807 -15.5378 -10.8338 1.78202 -2.39739 0.610191 3.57806 -4.08524 14.5887 5.64363 2.05861 10.1068 -0.661846 -9.6774 0.803364 -4.42025 -6.13142 -0.200763 -10.98 6.73642 -10.0736 -10.7821 1.35561 -12.6699 9.15728 2.51704 -11.3924 2.97647 -5.56738 12.0536 -1.83406 -3.54896 2.58855 0.275961 -1.86385 -0.174807 -3.22835 -5.58811],10,[-4.0359e+08 -4.0359e+08 -4.0359e+08 -4.0359e+08 -4.0359e+08 -4.0359e+08 -4.03589e+08 -4.03589e+08 -4.0359e+08 -4.0359e+08],[0 0 0 0 0 0 0 0 0 0],[-75519.4 0.0141746;-75521 1.74553;-75519.5 0.0260625;-75520.6 0.992545;-75519.2 0.337172;-75519.7 0.60113;-75517.9 8.44246;-75588.6 73.1756;-75519.7 1.18672;-75521.4 3.53775],0.58029255,0.564528215,0.790275063,-2.60E-05,0,1,-403590000,,[0 -0.369248 0.0324739 7.13565 0 -0.00669454 0.063547 1.3224 3.60575 3.98688 3.38848 3.63154 0 -0.00102918 0.0488535 1.20254 4.65106 4.66708 3.0555 0.00142338 2.98522 -2.7183 -1.88103 -0.140881 0.0236772 0.860666 2.1876 1.72189 0 0 0 9.02042e-06 0 0 0.00139911 0 1.39563 6.553 1.67964 3.03504 4.34177 6.00932 2.26305 1.26222 1.08905 0.962288 0.955423 1.24365 1.88471 2.42991 3.33195 4.58626 7.35145 3.50265e-05 0.0371806 1.17662 2.62168 3.25715 1.77612 1.29068 1.27434 1.16998 1.17096 1.7964 2.83456 0 -0.000593581 0 0 -0.000117138 -0.00127697 0.159691 1.61732 4.45851 2.7238 1.75275 3.1395 0 -0.000902559 0 0 -0.00147135 0 0 0.0122646 0.481667 0 0 0.00353323 -0.00237906 0 0.912599 -16.9823 1.93069 6.54434 -10.9503 -8.03428 -10.7147 -18.7644 -5.2785 2.30376 -7.95377 -5.59002 -19.8219 -17.0327 2.45521 -13.1951 1.19411 5.86291 17.8095 -7.94807 -15.5378 -10.8338 1.78202 -2.39739 0.610191 3.57806 -4.08524 14.5887 5.64363 2.05861 10.1068 -0.661846 -9.6774 0.803364 -4.42025 -6.13142 -0.200763 -10.98 6.73642 -10.0736 -10.7821 1.35561 -12.6699 9.15728 2.51704 -11.3924 2.97647 -5.56738 12.0536 -1.83406 -3.54896 2.58855 0.275961 -1.86385 -0.174807 -3.22835 -5.58811 0 0 0 0 0 0 0 0 0 0 0]
145,3,392310673.4,392375020.5,8115860.385,4963306.964,395054021.9,395053605,8205222.763,4963230.738,-395054021.9,[0.0468024 0.89926 13.5837 0.692163 2.56218 2.58619 1.61221 1.66614 3.41984 1.25641 2.78632 1.53391 1.51032 1.31718 0.72693 0.698418 1.11605 2.54845 2.6102 2.40701 1.38247 1.38275 1.41796 2.29243 2.61637 2.29239 -1.97023 3.07866 2.84962 0.252647 16.3962 3.02625 1.07486 -0.96234 29.5865 2.1385 0.375854 -0.445654 0.986244 0.937898 7.15684 8.08101 5.24006 5.25037 23.5127 -18.7065 1.29026 0.245007 -0.775807 -0.663598 -0.112099 2.80959 3.95079 0.809773 7.43553 3.71407 2.92655 1.9709 1.21705 0.637607 1.2478 0.183993 -0.902944 -1.34739 -0.666 4.24156 5.51686 8.09367 1.94746 2.95002 1.46943 1.42152 2.47658 2.26208 3.56737 0.759392 1.4531 -1.60603 1.42632 5.33043 5.73542 0.349965 -1.37997 -0.886659 -0.0780832 7.44553 -1.78781 -0.787266 -1.08604 -0.531956 3.67796 7.08547 4.28469 3.52453 -0.95029 -0.765453 -0.557745 -0.120726 2.13358 2.91191 0.42243 1.90475 -2.16455 -0.170986 1.85062 2.89816 0.0577608 -0.824902 -1.215 -0.374453 -0.186457 0.941842 0.435079 2.19936 4.17172 4.43269 2.49558 -2.98527 -0.0466934 0.385096 -0.133871 -0.910568 -1.05945 -1.12686 0.259558 2.23635 4.94211 4.97123 1.74815 6.4321 1.82604 0.433067 -2.60526 -1.53383 1.92067 1.69003 1.3357 0.918809 -8.29962 -0.00558028 -0.00731532 -0.0060676 0.00182032 -3.81914 -0.0678828 0.00165785 0.0209581],10,[-3.95052e+08 -3.95052e+08 -3.95052e+08 -3.95054e+08 -3.94887e+08 -3.95052e+08 -3.95052e+08 -3.94886e+08 -3.95052e+08 -3.94886e+08],[0 0 0 0 0 0 0 0 0 0],[-89220.6 -0.0154418;-89219.6 0.00133538;-89231.9 4.72444;-89362.4 76.2262;-83786 64.3945;-89225.2 1.25165;-89238.1 17.7498;-83687.3 2.40056;-89222.8 0.0135485;-83692.2 1.44532],0.699279607,0.682659297,1.101083234,-0.001535794,1,4,-395054000,,[0 0.0468024 0.89926 13.5837 0 0.692163 2.56218 2.58619 1.61221 1.66614 3.41984 1.25641 0 2.78632 1.53391 1.51032 1.31718 0.72693 0.698418 0 1.11605 2.54845 2.6102 2.40701 1.38247 1.38275 1.41796 2.29243 0 0 2.61637 2.29239 -1.97023 3.07866 2.84962 0 0.252647 16.3962 3.02625 1.07486 -0.96234 29.5865 2.1385 0.375854 -0.445654 0.986244 0.937898 7.15684 8.08101 5.24006 5.25037 23.5127 -18.7065 1.29026 0.245007 -0.775807 -0.663598 -0.112099 2.80959 3.95079 0.809773 7.43553 3.71407 2.92655 1.9709 1.21705 0.637607 1.2478 0.183993 -0.902944 -1.34739 -0.666 4.24156 5.51686 8.09367 1.94746 2.95002 0 1.46943 1.42152 2.47658 2.26208 3.56737 0.759392 1.4531 -1.60603 0 1.42632 5.33043 5.73542 0 0.349965 -1.37997 -0.886659 -0.0780832 7.44553 -1.78781 -0.787266 -1.08604 -0.531956 3.67796 7.08547 4.28469 3.52453 -0.95029 -0.765453 -0.557745 -0.120726 2.13358 2.91191 0.42243 1.90475 -2.16455 -0.170986 1.85062 2.89816 0.0577608 -0.824902 -1.215 -0.374453 -0.186457 0.941842 0.435079 2.19936 4.17172 4.43269 2.49558 -2.98527 -0.0466934 0.385096 -0.133871 -0.910568 -1.05945 -1.12686 0.259558 2.23635 4.94211 4.97123 1.74815 6.4321 1.82604 0.433067 -2.60526 -1.53383 1.92067 1.69003 1.3357 0.918809 -8.29962 0 -0.00558028 -0.00731532 -0.0060676 0.00182032 -3.81914 0 -0.0678828 0.00165785 0.0209581]
190,3,311503333.7,311590687.1,7451397.831,2934958.404,329333471.1,329328650.9,7667699.579,3309922.117,-329333471.1,[0.0573248 -8.35942 -6.86919 -6.88358 9.62213 -7.60952 -5.53609 1.90204 -3.81373 -1.71013 -0.244405 1.66081 2.59322 2.29125 -1.25139 1.80403 1.57514 1.49183 1.17811 -9.01757 7.24 0.110538 2.4932 1.09966 -7.04078 0.28928 5.38067 6.32164 8.43327 -3.42881 -11.1595 -11.0171 -8.83287 -7.50262 -6.48546 0.21474 4.88166 0.715712 -0.206706 -1.25494 -1.94811 -8.57129 -6.37855 -7.10156 -9.41128 -0.405184 16.088 30 11.4922 -9.11293 -5.5206 4.32179 6.10678 13.5767 15.6496 12.5384 11.1828 13.5522 9.34616 10.337 30 -11.9824 -9.86636 -7.84371 -4.27749 2.29816 9.43231 8.35187 12.2904 13.0693 -10.5646 -17.115 -16.0687 -14.5003 4.28474 4.52112 6.04638 26.1877 21.1112 29.9998 21.1582 27.5197 24.4969 8.33039 30 19.9606 21.122 15.712 7.68067 23.7924 20.7712 14.546 19.7673 27.859 20.4211 20.163 13.2998 21.1037 20.6901 18.5503 30 0.737137 18.8306 10.2258 17.1401 18.7846 6.34397 18.4239 12.0188 30 11.8313 28.5363 22.2847 19.7251 12.0398 25.398 12.0737 29.9999 11.1112 19.9629 24.6004 17.6696 11.2621 -30 -6.04644 22.6625 29.9999 10.5525 12.7506 9.8606 5.48056 0.273386 30 5.17203 29.9999 28.8971 29.9998 15.4481 -4.07757 12.8333 27.6132 27.8817 19.058],10,[-3.29237e+08 -3.29333e+08 -3.28977e+08 -3.29321e+08 -3.29056e+08 -3.29212e+08 -3.29299e+08 -3.29323e+08 -3.29256e+08 -3.29325e+08],[0 0 0 0 0 0 0 0 0 0],[-214675 -373391;-216302 -374964;-221953 -357432;-217724 -373113;-223442 -358563;-212031 -375193;-213609 -376515;-215587 -375326;-223617 -365064;-215084 -375888],5.723899357,5.692713091,2.902834512,12.77577606,1,2,-329333000,,[0 0 0 0.0573248 0 0 0 0 -8.35942 -6.86919 -6.88358 9.62213 0 0 0 0 -7.60952 -5.53609 1.90204 0 0 0 0 -3.81373 -1.71013 -0.244405 1.66081 2.59322 0 2.29125 -1.25139 1.80403 1.57514 1.49183 1.17811 -9.01757 7.24 0.110538 2.4932 1.09966 -7.04078 0.28928 5.38067 6.32164 8.43327 -3.42881 -11.1595 -11.0171 -8.83287 -7.50262 -6.48546 0.21474 4.88166 0.715712 -0.206706 -1.25494 -1.94811 -8.57129 -6.37855 -7.10156 -9.41128 -0.405184 16.088 30 11.4922 -9.11293 -5.5206 4.32179 6.10678 13.5767 15.6496 12.5384 11.1828 13.5522 9.34616 10.337 30 -11.9824 -9.86636 -7.84371 -4.27749 2.29816 9.43231 8.35187 12.2904 13.0693 -10.5646 -17.115 -16.0687 -14.5003 4.28474 4.52112 6.04638 26.1877 21.1112 29.9998 21.1582 27.5197 24.4969 8.33039 30 19.9606 21.122 15.712 7.68067 23.7924 20.7712 14.546 19.7673 27.859 20.4211 20.163 13.2998 21.1037 20.6901 18.5503 30 0.737137 18.8306 10.2258 17.1401 18.7846 6.34397 18.4239 12.0188 30 11.8313 28.5363 22.2847 19.7251 12.0398 25.398 12.0737 29.9999 11.1112 19.9629 24.6004 17.6696 11.2621 -30 -6.04644 22.6625 29.9999 10.5525 12.7506 9.8606 5.48056 0.273386 30 5.17203 29.9999 28.8971 29.9998 15.4481 -4.07757 12.8333 27.6132 27.8817 19.058]
225,3,348114977,348187337.2,7848094.637,3758149.936,353945295.6,353945219.2,8040037.335,3758136.639,-353945295.6,[0.00400004 -9.66712 -2.8268 -1.80298 11.9867 -0.00201831 -2.48181 6.75582 8.93461 7.92929 7.87454 -0.0209392 -8.01725 -7.77109 -7.30593 -6.09393 -4.97684 -2.69209 -0.90829 -11.079 -12.1087 -11.371 -14.198 -13.4356 -12.0219 10.3073 0.393715 -7.79045 0.019695 1.57936 10.7696 10.0674 5.54892 7.12178 4.76835 2.12248 -0.00210213 -15.2914 -7.44758 -8.95515 -7.14767 -0.706596 -2.85733 10.3461 10.2576 5.51727 1.39815 -1.49308 -5.11826 15.3833 15.1831 13.0662 12.8308 9.27735 8.48413 8.27465 4.46642 5.12999 4.28371 7.88527 8.40258 -15.266 -14.5097 -11.4076 -8.65136 -4.19671 0.252988 5.62367 9.33543 10.5384 14.3849 14.2518 16.4286 19.129 -21.2082 -3.84724 0.0431321 0.0238265 0.00513798 -0.0130164 1.87029 2.33802 -3.48576 -1.71262 -0.514823 3.14697 -1.01076 -6.34623 2.99286 -2.63201 1.34576 -0.994175 -5.04157 3.38566 -6.87647 2.60137 0.555496 -1.67151 6.25414 3.10463 -0.299507 -2.56672 -4.95342 5.32166 -1.80592 -1.38652 1.29002 -0.702166 -4.12736 0.510415 -1.56458 4.71486 -0.114217 -1.40548 -3.1775 6.81521 -3.90986 2.72705 -8.63421 -4.11642 3.67791 2.44665 -13.4423 6.63029 10.3502 2.97074 -2.94181 -5.30848 -0.787809 3.71373 -8.76067 1.93663 3.80333 -0.670273 0.0975588],10,[-3.5394e+08 -3.53945e+08 -3.53945e+08 -3.53944e+08 -3.53935e+08 -3.5394e+08 -3.53945e+08 -3.53945e+08 -3.5394e+08 -3.53939e+08],[0 0 0 0 0 0 0 0 0 0],[-191751 1.87927;-191927 0.404494;-191910 0.918151;-191905 20.0199;-191690 95.8556;-191755 0.511066;-191926 3.46737;-191943 13.2976;-191764 2.62031;-191725 10.9118],1.674825562,1.65367358,2.445723537,-0.000353835,0,2,-353945000,,[0 0 0 0 0 0.00400004 -9.66712 -2.8268 -1.80298 11.9867 0 0 0 -0.00201831 -2.48181 6.75582 8.93461 7.92929 7.87454 0 -0.0209392 -8.01725 -7.77109 -7.30593 -6.09393 -4.97684 -2.69209 -0.90829 0 -11.079 -12.1087 -11.371 -14.198 -13.4356 -12.0219 10.3073 0.393715 0 -7.79045 0.019695 0 0 1.57936 10.7696 10.0674 5.54892 7.12178 4.76835 2.12248 -0.00210213 0 0 0 -15.2914 -7.44758 -8.95515 -7.14767 -0.706596 -2.85733 10.3461 10.2576 5.51727 1.39815 -1.49308 -5.11826 15.3833 15.1831 13.0662 12.8308 9.27735 8.48413 8.27465 4.46642 5.12999 4.28371 7.88527 8.40258 -15.266 -14.5097 -11.4076 -8.65136 -4.19671 0.252988 5.62367 9.33543 10.5384 14.3849 14.2518 16.4286 19.129 -21.2082 -3.84724 0 0 0 0 0 0 0 0 0.0431321 0.0238265 0.00513798 -0.0130164 1.87029 2.33802 -3.48576 -1.71262 -0.514823 3.14697 -1.01076 -6.34623 2.99286 -2.63201 1.34576 -0.994175 -5.04157 3.38566 -6.87647 2.60137 0.555496 -1.67151 6.25414 3.10463 -0.299507 -2.56672 -4.95342 5.32166 -1.80592 -1.38652 1.29002 -0.702166 -4.12736 0.510415 -1.56458 4.71486 -0.114217 -1.40548 -3.1775 6.81521 -3.90986 2.72705 -8.63421 -4.11642 3.67791 2.44665 -13.4423 6.63029 10.3502 2.97074 -2.94181 -5.30848 -0.787809 3.71373 -8.76067 1.93663 3.80333 -0.670273 0.0975588]
280,3,376198382.4,376269865.9,9341780.716,3200548.146,387314514.5,387309498.5,9662527.161,3247789.455,-387314514.5,[-21.7946 -10.0087 -12.3989 -10.2463 -10.4567 -3.73994 -3.35266 -3.16182 -4.72849 -10.4444 -8.07396 -6.95042 -7.78228 -6.4176 -5.50646 -2.26554 -14.271 -11.019 -9.13629 -14.4054 -12.2787 -11.9324 -10.8741 -9.46109 -8.72225 11.0677 -11.3445 -12.0941 -12.0511 -12.25 -12.4131 -11.2878 -6.58851 -3.30418 -3.11284 -6.62696 -0.00449229 -7.85229 -9.14046 -3.41441 -3.26037 -3.28656 -3.2692 -3.20985 -4.83087 -0.0338999 -10.9685 -10.6338 -10.0682 -5.21568 -8.21484 -4.56018 -13.7354 1.09377 -0.650855 -2.49814 -2.33974 9.66028 -8.64305 -8.72939 -8.85138 -9.1893 -8.7471 -8.10656 -7.10891 -6.21152 -6.78082 -7.49197 -5.0292 3.10171 -11.1532 -12.5939 -12.0749 -10.9392 -10.9739 -12.2879 -9.92427 -17.6494 -6.74768 -11.1509 -12.7665 -13.0768 1.67458 -9.12034 -1.09004 0.043652 -0.557997 -3.30234 2.96056 6.8269 4.43519 4.47177 5.74588 4.77955 -0.0417627 3.58473 -4.67992 3.15062 -2.16809 0.622551 1.01592 1.15743 2.44139 0.0564223 -7.11386 0.928883 3.27362 3.39675 -4.48513 0.162135 -24.3388 -0.083066 -3.67254 0.563148 8.27556 13.4239 -1.04648 -2.89286 -0.188977 -1.42507 1.789 -11.1088 20.5204 -17.4891 -3.20648 17.8234 -14.0984 0.409781 -5.3476 4.812 0.0130525],10,[-3.87312e+08 -3.87305e+08 -3.87302e+08 -3.87303e+08 -3.87315e+08 -3.87308e+08 -3.87287e+08 -3.87308e+08 -3.87309e+08 -3.87304e+08],[0 0 0 0 0 0 0 0 0 0],[-320553 -47346.3;-321026 -46640.6;-320807 -46753.6;-320843 -46760.6;-320746 -47241.3;-320540 -47218.5;-320601 -46465.9;-320843 -46914;-320480 -47327.3;-320753 -46887.5],2.954859109,2.933966712,3.433461511,1.47603805,1,5,-387315000,,[-21.7946 -10.0087 0 0 -12.3989 -10.2463 -10.4567 -3.73994 -3.35266 -3.16182 -4.72849 0 -10.4444 -8.07396 -6.95042 -7.78228 -6.4176 -5.50646 -2.26554 -14.271 -11.019 -9.13629 -14.4054 -12.2787 -11.9324 -10.8741 -9.46109 -8.72225 11.0677 -11.3445 -12.0941 -12.0511 -12.25 -12.4131 -11.2878 -6.58851 -3.30418 0 -3.11284 -6.62696 -0.00449229 0 -7.85229 -9.14046 -3.41441 -3.26037 -3.28656 -3.2692 -3.20985 -4.83087 -0.0338999 0 0 -10.9685 -10.6338 -10.0682 -5.21568 -8.21484 -4.56018 -13.7354 1.09377 -0.650855 -2.49814 -2.33974 9.66028 -8.64305 -8.72939 -8.85138 -9.1893 -8.7471 -8.10656 -7.10891 -6.21152 -6.78082 -7.49197 -5.0292 3.10171 -11.1532 -12.5939 -12.0749 -10.9392 -10.9739 -12.2879 -9.92427 -17.6494 -6.74768 -11.1509 -12.7665 -13.0768 1.67458 -9.12034 -1.09004 0 0 0 0 0 0 0 0 0 0 0 0 0.043652 -0.557997 -3.30234 2.96056 6.8269 4.43519 4.47177 5.74588 4.77955 -0.0417627 0 0 3.58473 -4.67992 3.15062 -2.16809 0.622551 1.01592 1.15743 2.44139 0.0564223 0 0 -7.11386 0.928883 3.27362 3.39675 -4.48513 0.162135 -24.3388 -0.083066 -3.67254 0.563148 0 0 8.27556 13.4239 -1.04648 -2.89286 -0.188977 -1.42507 1.789 -11.1088 0 20.5204 -17.4891 -3.20648 17.8234 -14.0984 0.409781 -5.3476 4.812 0.0130525 0 0]
