93 ,94 ,95 ,98 ,100 ,105 ,106 ,107 ,108 ,109 ,113 ,114 ,115 ,116 ,117 ,120 ,121 ,122 ,125 ,127 ,128 ,129 ,130 ,131 ,133 ,135 ,136 ,139 ,141 ,142 ,144 ,145 ,146 ,156 ,157 ,158 ,159 
96 ,97 ,99 ,101 ,102 ,103 ,104 ,110 ,111 ,112 ,118 ,119 ,123 ,124 ,126 ,132 ,134 ,137 ,138 ,140 ,143 ,147 ,148 ,149 ,150 ,151 ,152 ,153 ,154 ,155
